id,picture_id,name,now_cost,position,team,expected_goals_conceded,corners_and_indirect_freekicks_order,selected_rank_type,points_per_game_rank_type,minutes,points_per_game,expected_goals_conceded_per_90,value_season,ep_next,starts,chance_of_playing_this_round,form_rank,form,expected_goal_involvements,own_goals,saves_per_90,assists,expected_assists_per_90,goals_conceded,bonus,yellow_cards,influence_rank,creativity_rank,expected_goals,chance_of_playing_next_round,penalties_missed,event_points,web_name,penalties_order,value_form,transfers_in,in_dreamteam,now_cost_rank,ep_this,selected_rank,goals_scored,ict_index_rank,transfers_in_event,ict_index,transfers_out_event,cost_change_start_fall,transfers_out,expected_goals_per_90,creativity_rank_type,influence,now_cost_rank_type,threat,news,penalties_saved,threat_rank,clean_sheets_per_90,dreamteam_count,clean_sheets,starts_per_90,cost_change_event_fall,status,selected_by_percent,total_points,form_rank_type,saves,bps,cost_change_event,expected_goal_involvements_per_90,goals_conceded_per_90,expected_assists,ict_index_rank_type,points_per_game_rank,direct_freekicks_order,news_added,cost_change_start,red_cards,creativity,threat_rank_type,influence_rank_type
181,p133085,Lawrence Vigouroux,40,GKP,Burnley,0.00,,51,54,0,0.0,0.0,0.0,-0.5,0,,406,0.0,0.00,0,0.0,0,0.0,0,0,0,494,479,0.00,,0,0,Vigouroux,,0.0,3246,FALSE,632,-1.0,329,0,501,99,0.0,194,0,8781,0.0,38,0.0,45,0.0,,0,455,0.0,0,0,0.0,0,a,0.2,0,53,0,0,0,0.0,0.0,0.00,54,505,,,0,0,0.0,31,54
182,p441455,Victor da Silva,44,DEF,Burnley,7.88,,144,134,419,1.0,1.69,1.4,0.5,5,100.0,246,1.0,0.13,0,0.0,0,0.03,12,0,0,342,260,0.01,100.0,0,1,Vitinho,,0.2,2958,FALSE,539,0.0,383,0,343,114,8.4,133,1,10471,0.0,78,33.4,121,11.0,,0,344,0.0,0,0,1.07,0,a,0.1,6,83,0,41,0,0.03,2.58,0.12,121,381,,2023-08-31T02:00:07.534376Z,-1,0,40.0,120,132
183,p120202,Wout Weghorst,55,FWD,Burnley,0.00,,73,88,0,0.0,0.0,0.0,0.0,0,0.0,715,0.0,0.00,0,0.0,0,0.0,0,0,0,729,729,0.00,0.0,0,0,Weghorst,,0.0,0,FALSE,94,0.0,521,0,729,0,0.0,39,0,14679,0.0,88,0.0,29,0.0,On loan to Hoffenheim,0,727,0.0,0,0,0.0,0,u,0.0,0,84,0,0,0,0.0,0.0,0.00,88,728,,2023-08-10T13:52:51.426276Z,0,0,0.0,88,88
184,p511783,Anass Zaroury,48,MID,Burnley,2.67,3.0,200,222,126,0.5,1.91,0.4,0.2,1,100.0,295,0.7,0.25,0,0.0,0,0.06,2,0,0,443,282,0.16,100.0,0,0,Zaroury,,0.1,1556,FALSE,309,-0.3,548,0,384,13,4.6,79,2,11538,0.11,150,1.8,203,19.0,,0,295,0.0,0,0,0.71,0,a,0.0,2,141,0,3,0,0.17,1.43,0.09,178,461,,2023-08-12T08:00:06.224285Z,-2,1,31.4,151,208
475,p207189,Sander Berge,48,MID,Burnley,18.28,,127,114,787,1.9,2.09,4.8,1.2,9,,189,1.7,1.13,0,0.0,1,0.02,23,2,2,176,134,0.92,,0,2,Berge,,0.4,8179,FALSE,299,0.7,390,0,177,174,29.1,268,2,15087,0.11,94,127.8,196,66.0,,0,166,0.0,0,0,1.03,0,a,0.1,23,85,0,100,0,0.13,2.63,0.21,88,259,,,-2,0,95.5,97,69
594,p492831,Zeki Amdouni,53,FWD,Burnley,15.61,,51,33,740,2.2,1.9,4.5,1.2,11,,198,1.7,2.29,0,0.0,0,0.05,18,2,1,225,189,1.86,,0,2,Amdouni,,0.3,51947,FALSE,147,0.7,324,1,124,863,35.2,966,2,49208,0.23,27,101.2,40,187.0,,0,50,0.12,0,1,1.34,1,a,0.2,24,24,0,63,-1,0.28,2.19,0.43,21,222,,,-2,0,63.7,18,23
596,p432720,James Trafford,45,GKP,Burnley,22.37,,24,26,1080,1.9,1.86,5.1,1.2,12,,184,1.7,0.00,0,3.5,0,0.0,30,0,1,7,430,0.00,,0,2,Trafford,,0.4,34752,FALSE,402,0.7,189,0,115,1003,36.3,1339,0,52596,0.0,7,362.2,20,0.0,,0,620,0.0,0,0,1.0,0,a,0.9,23,19,42,223,0,0.0,2.5,0.00,3,254,,,0,0,0.1,71,3
600,p83283,Nathan Redmond,48,MID,Burnley,1.95,,221,193,88,1.0,1.99,1.2,0.2,0,100.0,291,0.7,0.29,0,0.0,0,0.3,4,0,0,389,289,0.00,100.0,0,0,Redmond,,0.1,569,FALSE,283,-0.3,588,0,377,20,5.1,23,2,4246,0.0,153,14.0,183,8.0,,0,362,0.0,0,0,0.0,0,a,0.0,6,138,0,21,0,0.3,4.09,0.29,173,407,,2023-09-28T17:00:09.620680Z,-2,0,28.9,183,175
605,p487702,Luca Koleosho,50,MID,Burnley,14.46,,126,99,782,2.1,1.66,5.0,1.5,10,,166,2.0,2.52,0,0.0,1,0.12,23,0,0,296,87,1.51,,0,2,Koleosho,,0.4,31042,FALSE,212,1.0,389,0,149,252,32.8,547,0,24528,0.17,62,54.8,132,144.0,,0,69,0.12,0,1,1.15,0,a,0.1,25,74,0,52,0,0.29,2.65,1.01,77,229,,,0,0,131.6,43,125
608,p179458,Jacob Bruun Larsen,49,MID,Burnley,4.02,,228,141,182,1.5,1.99,3.3,0.5,0,,257,1.0,0.58,0,0.0,0,0.06,5,0,0,298,254,0.46,,0,1,Bruun Larsen,,0.2,1397,FALSE,238,0.0,596,1,272,35,17.0,50,1,1910,0.23,140,53.6,151,78.0,,0,146,0.0,0,0,0.0,0,a,0.0,16,121,0,45,0,0.29,2.47,0.12,125,306,1.0,,-1,0,41.7,90,127
622,p461567,Owen Dodgson,40,DEF,Burnley,0.00,,203,194,0,0.0,0.0,0.0,0.0,0,0.0,446,0.0,0.00,0,0.0,0,0.0,0,0,0,529,514,0.00,0.0,0,0,Dodgson,,0.0,467,FALSE,675,0.0,555,0,536,0,0.0,43,0,3208,0.0,195,0.0,201,0.0,Season-long loan to Barnsley,0,491,0.0,0,0,0.0,0,u,0.0,0,161,0,0,0,0.0,0.0,0.00,197,541,,2023-09-01T21:48:22.703139Z,0,0,0.0,187,197
660,p550839,Wilson Odobert,50,MID,Burnley,5.73,,270,107,160,2.0,3.22,2.0,0.2,2,,305,0.7,1.04,0,0.0,0,0.42,7,0,1,290,237,0.30,,0,1,Odobert,,0.1,811,FALSE,216,-0.3,666,1,273,18,16.9,34,0,723,0.17,130,58.0,135,64.0,,0,170,0.0,0,0,1.12,0,a,0.0,10,147,0,44,0,0.59,3.94,0.74,126,244,,,0,0,47.5,99,122
674,p247245,Hannes Delcroix,40,DEF,Burnley,5.61,,197,151,239,0.5,2.11,0.8,-0.5,2,,431,0.0,0.39,0,0.0,0,0.02,11,0,1,314,310,0.35,,0,0,Delcroix,,0.0,3817,FALSE,659,-1.0,523,0,318,110,11.1,117,0,2285,0.13,107,44.4,190,42.0,,0,218,0.0,0,0,0.75,0,a,0.0,3,151,0,39,0,0.15,4.14,0.04,116,458,,,0,0,25.2,60,120
675,p447715,Aaron Ramsey,50,MID,Burnley,3.36,,191,157,218,1.3,1.39,1.6,-0.2,2,25.0,350,0.3,0.49,0,0.0,0,0.18,5,0,0,371,326,0.05,100.0,0,1,A.Ramsey,,0.1,7735,FALSE,208,-0.2,533,0,368,208,5.9,161,0,5932,0.02,169,22.8,130,18.0,,0,303,0.0,0,0,0.83,0,a,0.0,8,169,0,30,0,0.2,2.06,0.44,168,335,,2023-11-03T12:00:10.115104Z,0,0,19.9,156,165
694,,Han-Noah Massengo,50,MID,Burnley,0.00,,288,310,0,0.0,0.0,0.0,-0.5,0,,693,0.0,0.00,0,0.0,0,0.0,0,0,0,720,718,0.00,,0,0,Massengo,,0.0,251,FALSE,205,-1.0,699,0,720,18,0.0,22,0,223,0.0,309,0.0,127,0.0,,0,715,0.0,0,0,0.0,0,a,0.0,0,295,0,0,0,0.0,0.0,0.00,310,720,,,0,0,0.0,308,310
706,p437748,Mike Trésor,55,MID,Burnley,5.22,1.0,224,145,222,1.5,2.12,1.6,0.2,2,,307,0.7,0.50,0,0.0,0,0.08,6,0,0,388,216,0.30,,0,0,M.Trésor,,0.1,3621,FALSE,107,-0.3,591,0,339,102,8.9,107,0,2902,0.12,125,14.4,66,19.0,,0,297,0.0,0,0,0.81,0,a,0.0,9,149,0,26,0,0.2,2.43,0.20,154,311,,,0,0,55.0,153,174
126,p486672,Moisés Caicedo Corozo,47,MID,Chelsea,9.84,,48,118,802,1.8,1.1,3.8,0.8,9,100.0,224,1.3,0.62,0,0.0,0,0.05,12,0,3,212,121,0.17,100.0,0,1,Caicedo,,0.3,90351,FALSE,330,0.3,151,0,216,1679,23.1,3508,3,273612,0.02,86,108.0,214,20.0,,0,290,0.22,0,2,1.01,0,a,1.4,18,105,0,112,0,0.07,1.35,0.45,107,270,,2023-10-03T22:30:07.822883Z,-3,0,107.1,148,84
145,p215059,Robert Sánchez,46,GKP,Chelsea,15.34,,12,9,1080,3.6,1.28,9.3,1.8,12,,135,2.3,0.00,0,2.92,0,0.0,16,4,1,26,432,0.00,,0,2,Sanchez,,0.5,680424,FALSE,341,1.3,67,0,170,10877,29.9,10023,-1,410850,0.0,8,298.2,14,0.0,,0,673,0.25,0,3,1.0,0,a,6.3,43,15,35,224,0,0.0,1.33,0.00,11,89,,,1,0,0.1,74,11
185,p199598,Ethan Ampadu,40,DEF,Chelsea,0.00,,231,177,0,0.0,0.0,0.0,0.0,0,0.0,416,0.0,0.00,0,0.0,0,0.0,0,0,0,503,488,0.00,0.0,0,0,Ampadu,,0.0,0,FALSE,642,0.0,688,0,510,0,0.0,8,0,842,0.0,179,0.0,178,0.0,Permanent transfer to Leeds Utd,0,464,0.0,0,0,0.0,0,u,0.0,0,141,0,0,0,0.0,0.0,0.00,181,514,,2023-07-20T08:39:43.633400Z,0,0,0.0,170,181
187,p109745,Kepa Arrizabalaga,50,GKP,Chelsea,0.00,,50,85,0,0.0,0.0,0.0,0.0,0,0.0,681,0.0,0.00,0,0.0,0,0.0,0,0,0,713,709,0.00,0.0,0,0,Arrizabalaga,,0.0,1775,FALSE,174,0.0,316,0,713,0,0.0,194,0,83116,0.0,82,0.0,5,0.0,One year loan deal to Real Madrid,0,706,0.0,0,0,0.0,0,u,0.2,0,85,0,0,0,0.0,0.0,0.00,85,713,,2023-08-15T08:06:29.726491Z,0,0,0.0,81,85
188,p54694,Pierre-Emerick Aubameyang,65,FWD,Chelsea,0.00,,85,92,0,0.0,0.0,0.0,0.0,0,0.0,730,0.0,0.00,0,0.0,0,0.0,0,0,0,738,738,0.00,0.0,0,0,Aubameyang,,0.0,0,FALSE,45,0.0,620,0,738,0,0.0,9,0,1929,0.0,92,0.0,16,0.0,,0,738,0.0,0,0,0.0,0,u,0.0,0,89,0,0,0,0.0,0.0,0.00,92,737,,2023-07-24T09:59:36.133419Z,0,0,0.0,92,92
189,p41328,César Azpilicueta,45,DEF,Chelsea,0.00,,241,230,0,0.0,0.0,0.0,0.0,0,0.0,560,0.0,0.00,0,0.0,0,0.0,0,0,0,613,605,0.00,0.0,0,0,Azpilicueta,,0.0,0,FALSE,351,0.0,734,0,619,0,0.0,0,0,96,0.0,232,0.0,51,0.0,Left the club as a free agent,0,592,0.0,0,0,0.0,0,u,0.0,0,220,0,0,0,0.0,0.0,0.00,232,625,,2023-07-06T16:30:03.010661Z,0,0,0.0,230,232
190,p118335,Abdul Rahman Baba,40,DEF,Chelsea,0.00,,239,168,0,0.0,0.0,0.0,0.0,0,0.0,402,0.0,0.00,0,0.0,0,0.0,0,0,0,490,475,0.00,0.0,0,0,Baba,,0.0,0,FALSE,628,0.0,723,0,497,0,0.0,3,0,262,0.0,170,0.0,168,0.0,Permanent Transfer to PAOK,0,451,0.0,0,0,0.0,0,u,0.0,0,131,0,0,0,0.0,0.0,0.00,172,501,,2023-07-13T08:07:47.494096Z,0,0,0.0,161,172
191,p242880,Benoît Badiashile,44,DEF,Chelsea,0.00,,198,228,0,0.0,0.0,0.0,-0.5,0,100.0,540,0.0,0.00,0,0.0,0,0.0,0,0,0,596,587,0.00,100.0,0,0,B.Badiashile,,0.0,2736,FALSE,528,-1.0,526,0,603,368,0.0,223,1,4700,0.0,230,0.0,118,0.0,,0,573,0.0,0,0,0.0,0,a,0.0,0,216,0,0,0,0.0,0.0,0.00,230,609,,2023-08-03T10:30:04.564668Z,-1,0,0.0,228,230
192,p122074,Marcus Bettinelli,40,GKP,Chelsea,0.00,,77,53,0,0.0,0.0,0.0,-0.5,0,100.0,404,0.0,0.00,0,0.0,0,0.0,0,0,0,492,477,0.00,100.0,0,0,Bettinelli,,0.0,981,FALSE,630,-1.0,598,0,499,55,0.0,38,0,1650,0.0,37,0.0,44,0.0,,0,453,0.0,0,0,0.0,0,a,0.0,0,52,0,0,0,0.0,0.0,0.00,53,503,,2023-08-03T10:30:04.581002Z,0,0,0.0,30,53
193,p440323,Armando Broja,49,FWD,Chelsea,1.09,,52,21,121,3.0,0.81,2.4,0.8,2,75.0,229,1.3,0.62,0,0.0,1,0.03,1,0,0,332,377,0.58,100.0,0,4,Broja,,0.3,59593,FALSE,265,0.2,330,1,334,1793,9.2,777,1,49691,0.43,48,38.4,57,49.0,,0,200,0.74,0,1,1.49,0,a,0.2,12,26,0,37,0,0.46,0.74,0.04,44,135,,2023-10-18T22:00:08.965956Z,-1,0,6.1,43,37
194,p180736,Trevoh Chalobah,43,DEF,Chelsea,0.00,,193,217,0,0.0,0.0,0.0,0.0,0,0.0,492,0.0,0.00,0,0.0,0,0.0,0,0,0,564,552,0.00,0.0,0,0,Chalobah,,0.0,707,FALSE,581,0.0,506,0,570,15,0.0,84,2,16414,0.0,218,0.0,140,0.0,Hamstring injury - Unknown return date,0,534,0.0,0,0,0.0,0,i,0.0,0,194,0,0,0,0.0,0.0,0.00,218,577,,2023-08-11T16:00:07.662192Z,-2,0,0.0,214,219
195,p172850,Ben Chilwell,54,DEF,Chelsea,4.08,1.0,27,64,334,2.5,1.1,2.8,0.0,4,0.0,713,0.0,2.12,0,0.0,1,0.34,5,2,3,293,85,0.85,0.0,0,0,Chilwell,,0.0,2118901,FALSE,118,0.0,73,0,184,189,28.1,14659,1,3097559,0.23,19,57.0,8,88.0,Hamstring injury - Unknown return date,0,130,0.27,0,1,1.08,0,i,5.5,15,237,0,66,0,0.57,1.35,1.27,53,190,3.0,2023-09-28T03:30:08.842279Z,-1,0,136.4,16,114
196,p478912,Carney Chukwuemeka,43,MID,Chelsea,1.96,,45,56,125,3.0,1.41,1.4,0.0,2,0.0,504,0.0,0.27,0,0.0,0,0.14,2,0,2,336,313,0.08,0.0,0,0,Chukwuemeka,,0.0,223748,FALSE,601,0.0,147,1,326,2540,9.9,6919,2,353228,0.06,161,34.8,320,39.0,Knee injury - Unknown return date,0,227,0.0,0,0,1.44,0,i,1.5,6,179,0,23,0,0.2,1.44,0.19,146,131,,2023-10-18T22:00:09.030876Z,-2,0,25.1,120,147
197,p460028,Levi Colwill,46,DEF,Chelsea,11.56,,32,37,934,3.2,1.11,7.6,-0.2,11,,336,0.3,1.17,0,0.0,1,0.03,12,3,1,118,184,0.84,75.0,0,0,Colwill,,0.1,657272,FALSE,348,-0.7,83,0,127,3204,34.9,29294,-1,482039,0.08,49,182.0,49,101.0,Shoulder injury - 75% chance of playing,0,115,0.29,1,3,1.06,0,d,4.8,35,114,0,198,0,0.11,1.16,0.33,34,114,,2023-11-13T01:00:09.220779Z,1,0,66.5,13,40
198,p179268,Marc Cucurella Saseta,48,DEF,Chelsea,7.11,,84,112,485,1.3,1.32,1.7,0.2,5,100.0,294,0.7,1.03,0,0.0,0,0.04,8,0,4,231,193,0.83,100.0,0,-1,Cucurella,,0.1,47045,FALSE,294,-0.3,221,0,231,3482,21.3,1909,2,58449,0.15,52,99.0,34,51.0,,0,195,0.19,0,1,0.93,0,a,0.6,8,100,0,77,0,0.19,1.48,0.20,71,332,,2023-09-17T20:30:06.589342Z,-2,0,62.8,44,94
199,p448047,Enzo Fernández,48,MID,Chelsea,11.53,4.0,33,97,897,2.1,1.16,4.8,1.5,11,100.0,157,2.0,3.75,0,0.0,1,0.16,12,0,3,145,26,2.20,100.0,1,2,Enzo,4.0,0.4,259556,FALSE,306,1.0,113,0,55,3133,55.0,6844,2,430417,0.22,20,151.4,201,139.0,,0,74,0.4,0,4,1.1,0,a,2.6,23,68,0,118,0,0.38,1.2,1.55,38,227,1.0,2023-10-28T18:00:08.281338Z,-2,0,261.2,45,57
200,p520295,David Datro Fofana,50,FWD,Chelsea,0.00,,96,87,0,0.0,0.0,0.0,0.0,0,0.0,696,0.0,0.00,0,0.0,0,0.0,0,0,0,722,720,0.00,0.0,0,0,D.D.Fofana,,0.0,0,FALSE,214,0.0,719,0,722,0,0.0,4,0,360,0.0,87,0.0,47,0.0,Joined Union Berlin on a season-long loan - Expected back 01 Jul,0,717,0.0,0,0,0.0,0,u,0.0,0,80,0,0,0,0.0,0.0,0.00,86,722,,2023-07-11T09:30:03.546600Z,0,0,0.0,86,86
201,p444463,Wesley Fofana,44,DEF,Chelsea,0.00,,206,229,0,0.0,0.0,0.0,0.0,0,0.0,548,0.0,0.00,0,0.0,0,0.0,0,0,0,604,595,0.00,0.0,0,0,W.Fofana,,0.0,618,FALSE,541,0.0,579,0,611,27,0.0,41,1,2987,0.0,231,0.0,122,0.0,Knee injury - Unknown return date,0,581,0.0,0,0,0.0,0,i,0.0,0,217,0,0,0,0.0,0.0,0.00,231,617,,2023-07-18T23:30:03.865981Z,-1,0,0.0,229,231
202,p232787,Conor Gallagher,54,MID,Chelsea,14.35,1.0,73,40,1035,3.8,1.25,8.3,5.5,12,,18,6.0,2.05,0,0.0,5,0.11,15,4,1,51,21,0.79,,0,10,Gallagher,,1.1,52587,FALSE,124,5.0,229,0,36,9409,65.3,1234,1,54672,0.07,16,248.4,79,117.0,,0,105,0.26,0,3,1.04,0,a,0.5,45,10,0,225,0,0.18,1.3,1.26,25,81,,,-1,0,287.0,65,18
203,p482609,Malo Gusto,42,DEF,Chelsea,7.01,,20,53,538,2.7,1.17,5.7,-0.2,6,100.0,322,0.3,0.82,0,0.0,2,0.07,7,2,1,230,171,0.41,75.0,0,1,Gusto,,0.1,1743288,FALSE,609,-0.7,62,0,240,5274,20.4,26827,-2,1261353,0.07,44,99.4,159,32.0,Knee injury - 75% chance of playing,0,248,0.33,1,2,1.0,0,d,6.7,24,106,0,120,0,0.14,1.17,0.41,75,165,,2023-11-14T11:30:09.319567Z,2,1,72.5,74,93
206,p225796,Reece James,53,DEF,Chelsea,6.26,,34,80,243,2.0,2.32,1.9,1.8,3,100.0,139,2.3,1.03,0,0.0,1,0.3,7,0,0,258,128,0.23,100.0,0,4,James,,0.4,340231,FALSE,143,1.3,87,0,217,52888,22.9,4052,2,1441765,0.09,25,78.0,12,50.0,,0,199,0.0,0,0,1.11,0,a,4.3,10,49,0,71,0,0.39,2.59,0.80,64,247,2.0,2023-10-20T15:30:08.557342Z,-2,0,100.7,47,103
207,p66749,Romelu Lukaku Bolingoli,68,FWD,Chelsea,0.00,,44,93,0,0.0,0.0,0.0,0.0,0,0.0,732,0.0,0.00,0,0.0,0,0.0,0,0,0,739,739,0.00,0.0,0,0,Lukaku,,0.0,9006,FALSE,35,0.0,283,0,739,0,0.0,208,2,60614,0.0,93,0.0,14,0.0,Season-long loan to Roma,0,739,0.0,0,0,0.0,0,u,0.3,0,90,0,0,0,0.0,0.0,0.00,93,738,,2023-09-01T07:24:35.377267Z,-2,0,0.0,93,93
208,p248857,Noni Madueke,53,MID,Chelsea,1.91,,147,167,116,1.2,1.48,1.1,0.2,1,100.0,306,0.7,0.42,0,0.0,0,0.18,3,0,0,411,270,0.19,100.0,0,0,Madueke,,0.1,6724,FALSE,144,-0.3,449,0,341,186,8.6,285,2,12117,0.15,146,9.2,92,40.0,,0,225,0.0,0,0,0.78,0,a,0.1,6,148,0,20,0,0.33,2.33,0.23,156,353,,2023-09-17T20:30:06.633877Z,-2,0,36.9,118,186
210,p465920,Mykhailo Mudryk,63,MID,Chelsea,3.56,3.0,62,59,364,3.0,0.88,4.8,-0.2,4,100.0,356,0.3,1.76,0,0.0,1,0.24,3,3,2,227,133,0.79,100.0,0,1,Mudryk,,0.0,90120,FALSE,56,-0.7,186,2,180,2023,28.7,3746,2,282705,0.2,93,101.2,34,89.0,,0,129,0.74,1,3,0.99,0,a,0.9,30,174,0,93,0,0.44,0.74,0.97,89,140,,2023-10-28T18:00:08.330038Z,-2,0,96.1,79,90
211,p517052,Nicolas Jackson,68,FWD,Chelsea,12.56,,12,14,848,3.8,1.33,6.2,7.2,9,100.0,6,7.7,8.45,0,0.0,0,0.11,14,5,7,40,107,7.38,100.0,0,5,N.Jackson,3.0,1.1,1228270,FALSE,40,6.7,74,6,21,85389,82.1,8777,2,2204816,0.78,10,265.0,15,440.0,,0,5,0.32,1,3,0.96,0,a,5.5,42,2,0,153,0,0.89,1.49,1.07,5,83,,2023-10-11T10:30:08.636447Z,-2,0,118.0,3,5
212,p213198,Christopher Nkunku,73,FWD,Chelsea,0.00,,38,94,0,0.0,0.0,0.0,-0.2,0,0.0,733,0.0,0.00,0,0.0,0,0.0,0,0,0,740,740,0.00,50.0,0,0,Nkunku,,0.0,9663,FALSE,25,0.0,222,0,740,4083,0.0,843,2,117752,0.0,94,0.0,10,0.0,Knee injury - 50% chance of playing,0,740,0.0,0,0,0.0,0,d,0.6,0,91,0,0,0,0.0,0.0,0.00,94,739,,2023-08-03T09:30:04.720287Z,-2,0,0.0,94,94
213,p176413,Christian Pulisic,55,MID,Chelsea,0.00,,298,317,0,0.0,0.0,0.0,0.0,0,0.0,716,0.0,0.00,0,0.0,0,0.0,0,0,0,730,730,0.00,0.0,0,0,Pulisic,,0.0,0,FALSE,99,0.0,714,0,730,0,0.0,4,0,394,0.0,317,0.0,60,0.0,Permanent transfer to AC Milan,0,729,0.0,0,0,0.0,0,u,0.0,0,310,0,0,0,0.0,0.0,0.00,317,729,,2023-07-14T08:03:53.480692Z,0,0,0.0,317,317
214,p204727,Malang Sarr,43,DEF,Chelsea,0.00,,161,218,0,0.0,0.0,0.0,-0.5,0,,496,0.0,0.00,0,0.0,0,0.0,0,0,0,566,554,0.00,,0,0,M.Sarr,,0.0,3689,FALSE,585,-1.0,413,0,572,126,0.0,154,2,7926,0.0,220,0.0,144,0.0,,0,537,0.0,0,0,0.0,0,a,0.1,0,198,0,0,0,0.0,0.0,0.00,220,578,,,-2,0,0.0,217,221
215,p471798,Gabriel Słonina,40,GKP,Chelsea,0.00,,73,69,0,0.0,0.0,0.0,0.0,0,0.0,451,0.0,0.00,0,0.0,0,0.0,0,0,0,534,518,0.00,0.0,0,0,Slonina,,0.0,0,FALSE,681,0.0,554,0,540,0,0.0,43,0,3710,0.0,53,0.0,60,0.0,Season long loan to KAS Eupen,0,496,0.0,0,0,0.0,0,u,0.0,0,68,0,0,0,0.0,0.0,0.00,69,545,,2023-08-11T10:44:59.272960Z,0,0,0.0,46,69
216,p103955,Raheem Sterling,69,MID,Chelsea,14.25,,17,14,990,5.0,1.3,8.7,3.8,11,,51,4.3,4.66,0,0.0,4,0.16,15,6,3,63,35,2.86,,0,6,Sterling,2.0,0.6,2093574,FALSE,34,3.3,51,4,13,96181,88.5,11809,1,1686797,0.26,28,233.6,19,412.0,,0,7,0.18,2,2,1.0,0,a,7.4,60,27,0,169,0,0.42,1.36,1.80,10,23,4.0,,-1,0,239.1,3,23
217,p51090,Thiago Emiliano da Silva,50,DEF,Chelsea,15.34,,40,42,1080,3.1,1.28,7.4,2.5,12,,99,3.0,0.56,0,0.0,0,0.03,16,2,2,28,194,0.23,,0,6,T.Silva,,0.6,254857,FALSE,167,2.0,97,1,92,17502,43.4,3900,0,232740,0.02,53,293.4,18,78.0,,0,147,0.25,0,3,1.0,0,a,3.5,37,27,0,238,0,0.05,1.33,0.33,19,128,,,0,0,62.7,20,5
218,p124183,Hakim Ziyech,54,MID,Chelsea,0.00,,146,315,0,0.0,0.0,0.0,0.0,0,0.0,711,0.0,0.00,0,0.0,0,0.0,0,0,0,726,726,0.00,0.0,0,0,Ziyech,,0.0,1010,FALSE,113,0.0,443,0,726,0,0.0,53,1,16175,0.0,315,0.0,70,0.0,Season long loan to Galatasaray,0,723,0.0,0,0,0.0,0,u,0.1,0,308,0,0,0,0.0,0.0,0.00,315,726,,2023-08-21T08:29:13.470637Z,-1,0,0.0,314,315
362,p244851,Cole Palmer,52,MID,Chelsea,9.74,2.0,16,20,602,4.7,1.46,9.0,6.2,6,100.0,11,6.7,6.54,0,0.0,3,0.27,10,4,3,70,41,4.74,100.0,0,6,Palmer,1.0,1.3,950142,FALSE,159,5.7,46,4,44,260755,62.6,6283,-2,147735,0.71,32,227.8,99,188.0,,0,49,0.15,2,1,0.9,-1,a,8.3,47,7,0,167,1,0.98,1.5,1.80,33,33,1.0,2023-10-08T10:00:09.839092Z,2,0,212.3,31,27
589,,Ângelo Gabriel Borges Damaceno,50,MID,Chelsea,0.00,,302,311,0,0.0,0.0,0.0,0.0,0,0.0,695,0.0,0.00,0,0.0,0,0.0,0,0,0,721,719,0.00,0.0,0,0,Ângelo,,0.0,0,FALSE,213,0.0,720,0,721,0,0.0,1,0,985,0.0,310,0.0,133,0.0,Season long loan to Strasbourg until the end of the season,0,716,0.0,0,0,0.0,0,u,0.0,0,296,0,0,0,0.0,0.0,0.00,311,721,,2023-08-10T13:51:38.491138Z,0,0,0.0,309,311
609,p441302,Ian Maatsen,52,MID,Chelsea,3.11,,174,218,107,0.9,2.62,1.2,-0.2,0,,351,0.3,0.58,0,0.0,0,0.15,1,0,1,380,256,0.40,,0,0,Maatsen,,0.1,2360,FALSE,162,-0.7,503,0,351,77,7.9,129,3,9471,0.34,142,19.0,101,19.0,,0,296,0.0,0,0,0.0,0,a,0.1,6,170,0,17,0,0.49,0.84,0.18,159,441,,,-3,0,41.0,152,169
611,p220362,Axel Disasi,50,DEF,Chelsea,12.65,,33,30,966,3.5,1.18,7.6,0.8,11,100.0,231,1.3,1.95,0,0.0,0,0.11,13,3,2,87,228,0.78,100.0,0,0,Disasi,,0.3,878289,FALSE,197,0.3,86,1,140,5435,33.7,13123,0,657112,0.07,65,209.4,26,78.0,,0,148,0.28,1,3,1.02,0,a,4.4,38,78,0,186,0,0.18,1.21,1.17,38,98,,2023-10-10T12:00:09.181007Z,0,0,49.5,21,29
613,p503714,Lesley Ugochukwu,44,MID,Chelsea,3.89,,89,168,143,1.1,2.45,2.0,0.2,1,,280,0.7,0.09,0,0.0,0,0.06,2,0,1,361,327,0.00,,0,1,Ugochukwu,,0.2,41639,FALSE,557,-0.3,279,0,381,939,4.7,1115,1,30647,0.0,170,26.4,312,2.0,,0,397,0.63,0,1,0.63,0,a,0.3,9,131,0,37,0,0.06,1.26,0.09,175,356,,,-1,0,19.1,198,160
623,p534392,Mason Burstow,45,FWD,Chelsea,0.90,,66,48,8,1.0,10.12,0.4,0.0,0,0.0,628,0.0,0.00,0,0.0,0,0.0,1,0,0,448,415,0.00,0.0,0,0,Burstow,,0.0,4401,FALSE,453,0.0,451,0,446,0,0.3,113,0,13255,0.0,52,0.4,85,2.0,Season-long loan to Sunderland,0,400,0.0,0,0,0.0,0,u,0.1,2,71,0,6,0,0.0,11.25,0.00,54,395,,2023-09-01T21:50:53.219365Z,0,0,0.6,54,53
